index;name;label;valueType
1;id_dlw;Participant ID;integer
2;sex;SES01 Geschlecht;integer
3;gebdate;SES02 Geburtsdatum;datetime
4;int_date;Beginn der Befragung - Datum;datetime
5;schulab_corr;SES18corr Höchster allgemeinbildender Schulabschluss;integer
6;berufab1;SES19_1 noch in beruflicher Ausbildung (Berufsvorbereitung, Auszubildende/r, Praktikant/in, Student/in);integer
7;berufab2;SES19_2 Schüler/in und Besuch berufsorientierter Aufbau-, Fachschule o.ä.;integer
8;berufab3;SES19_3 keinen beruflichen Abschluss und nicht in beruflicher Ausbildung;integer
9;berufab4;SES19_4 Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen;integer
10;berufab5;SES19_5 Beruflich-schulische Ausbildung [Berufsfachschule, Handelsschule, Vorbereitungsdienst für den mittleren Dienst in der öffentlichen Verwaltung] abgeschlossen;integer
11;berufab6;SES19_6 Ausbildung an einer Fachschule der DDR abgeschlossen;integer
12;berufab7;SES19_7 Ausbildung an einer Fach-, Meister-, Technikerschule, Berufs- oder Fachakademie abgeschlossen;integer
13;berufab8;SES19_8 Bachelor an (Fach-)Hochschule abgeschlossen;integer
14;berufab9;SES19_9 Fachhochschulabschluss [z. B. Diplom, Master];integer
15;berufab10;SES19_10 Universitätsabschluss [z. B. Diplom, Magister, Staatsexamen, Master];integer
16;berufab11;SES19_11 Promotion;integer
17;berufab12;SES19_12 Einen anderen beruflichen Abschluss;integer
18;TOT_PA_QX;total physical activity in MET-hours/day (without sedentary or sleeping time) derived from questionnaire data;decimal
19;rauchstatus;TGF1 Jemals geraucht;integer
20;t1_weight;Anthro1-Gewicht;decimal
21;t1_height;Anthro1-Körpergröße;decimal
22;energie_kcal;Energie - kcal;integer
23;POTATOES_TUB_01;Intake of starchy roots or tubers [g/d];decimal
24;POTATOES_0101;Potato intake [g/d];decimal
25;OTHERTUB_0102;Other roots and tuber intake [g/d];decimal
26;VEGETABLES_02;Vegetable intake [g/d];decimal
27;LEAFYVEG_0201;Leafy vegetable intake [g/d];decimal
28;FRUITINGVEG_0202;Fruiting vegetable intake [g/d];decimal
29;ROOTVEG_0203;Root and tuber vegetable intake [g/d];decimal
30;CABBAGE_0204;Head cabbages and similar intake [g/d];decimal
31;MUSHROOMS_0205;Mushroom intake [g/d];decimal
32;GRAINPODVEG_0206;Intake of legumes with pod [g/d];decimal
33;ONION_GARLIC_0207;Bulb vegetables (onions, garlic) intake [g/d];decimal
34;STALKVEG_0208;Intake of stems/stalks eaten as vegetables [g/d];decimal
35;MIXEDVEG_0209;Intake of mixed vegetable salad or mixed green salad [g/d];decimal
36;LEGUMES_TOT_03;Total legumes intake [g/d];decimal
37;LEGUMES_0301;Intake fresh seeds (without pod) from legumes (beans, peas etc.) [g/d];decimal
38;FRUITS_TOT_04;Total fruit intake [g/d];decimal
39;FRUITS_0401;Intake of fresh fruits [g/d];decimal
40;NUTS_SEEDS_0402;Intake of tree nuts and seeds [g/d];decimal
41;MIXEDFRUITS_0403;Intake of candied fruit/mixed fruit, canned, jarred mixed fruit and miscellaneous fruits [g/d];decimal
42;OLIVES_0404;Intake of olives [g/d];decimal
43;DAIRY_05;Intake of milk and dairy products and milk and milk products (dairy) [g/d];decimal
44;MILK_0501;Intake of (whole) cow and cattle milk [g/d];decimal
45;MILKBEV_0502;Intake of buttermilk, traditional buttermilk, flavoured milk, flavoured whey and milk-based drinks (as part-nature) [g/d];decimal
46;YOGURT_0503;Intake of fermented milk products [g/d];decimal
47;CURD_0504;Intake of cheese curd, quark and cottage [g/d];decimal
48;CHEESE_0505;Intake of cheese [g/d];decimal
49;DAIRYDESSERT_0506;Intake of dairy dessert and similar starchy pudding [g/d];decimal
50;CREAM_PROD_0507;Intake of cream and cream products [g/d];decimal
51;DAIRYCREAM_050701;Cream intake (as part-nature) [g/d];decimal
52;NONDAIRYCREAM_050702;Intake of imitation cream, non-dairy coffee creamers and dairy imitates other than milk [g/d];decimal
53;MILK_FOR_COFFEE_0508;Intake of condensed milk (sometimes with added sugars) and milk and dairy powders and concentrates [g/d];decimal
54;CEREAL_PROD_06;Intake of cereals and cereal primary derivatives, cereal grains (and cereal-like grains) [g/d];decimal
55;FLOUR_FLAKES_0601;Intake of flours and other milled products and starches [g/d];decimal
56;PASTA_RICE_0602;Intake of pastas and rice [g/d];decimal
57;BREAD_PROD_0603;Intake of bread and bread products [g/d];decimal
58;BREAD_060301;Intake of bread [g/d];decimal
59;CRISPBREAD_060302;Intake of crisp bread and rusk [g/d];decimal
60;BREAKF_CEREALS_0604;Intake of breakfast cereals [g/d];decimal
61;SALT_BISCUIT_0605;Intake of crackers and breadsticks [g/d];decimal
62;DOUGH_PASTRY_0606;Intake of fine bakery products [g/d];decimal
63;MEAT_PROD_07;Intake of meat and meat products [g/d];decimal
64;RED_MEAT_0701;Intake of red meat (mammals meat) [g/d];decimal
65;BEEF_070101;Intake of cow, ox or bull fresh meat [g/d];decimal
66;VEAL_070102;Intake of calf fresh meat [g/d];decimal
67;PORK_070103;Intake of pig fresh meat [g/d];decimal
68;MUTTON_LAMB_070104;Intake of lamb and sheep meat [g/d];decimal
69;HORSE_070105;Intake of horse meat [g/d];decimal
70;GOAT_070106;Intake of goat meat [g/d];decimal
71;POULTRY_0702;Intake of poultry meat [g/d];decimal
72;OTHERPOULTRY_070200;Intake of other poultry meat [g/d];decimal
73;CHICKEN_070201;Intake of chicken meat [g/d];decimal
74;TURKEY_070202;Intake of turkey meat [g/d];decimal
75;DUCK_070203;Intake of duck meat [g/d];decimal
76;GOOSE_070204;Intake of goose meat [g/d];decimal
77;RABBIT_070205;Intake of rabbit meat [g/d];decimal
78;GAME_0703;Intake of game [g/d];decimal
79;PROCMEAT_0704;Intake of processed or preserved meat [g/d];decimal
80;OFFALS_0705;Intake of animal offal and other slaughtering [g/d];decimal
81;FISH_SHELLFISH_08;Intake of fish and seafood and products thereof [g/d];decimal
82;FISH_0801;Intake of fish (meat) [g/d];decimal
83;CRUSTACEANS_0802;Intake of seafood and products thereof [g/d];decimal
84;FISH_PROD_0803;Intake of processed fish [g/d];decimal
85;EGG_PROD_09;Intake of eggs and egg products [g/d];decimal
86;EGGS_0901;Intake of eggs [g/d];decimal
87;FAT_10;Intake of animal and vegetable fats and oils [g/d];decimal
88;VEGOILS_1001;Intake of vegetable fats and oils [g/d];decimal
89;BUTTER_1002;Intake of butter [g/d];decimal
90;MARGARINE_1003;Intake of margarines and similar [g/d];decimal
91;FRYFAT_1004;Intake of blended frying oil/fats [g/d];decimal
92;MARINEOILS_1005;Intake of fats and oils from marine sources [g/d];decimal
93;OTHER_ANIMALFAT_1006;Intake of animal fats (processed fat from animal tissue) [g/d];decimal
94;SUGAR_CONFECT_11;Intake of sugar and similar, confectionery and water-based sweet desserts [g/d];decimal
95;HONEY_JAM_1101;Intake of sugars, syrups, honey and table-top sweeteners [g/d];decimal
96;CHOCOLATE_1102;Intake of chocolate, chocolate products and chocolate coated confectionary [g/d];decimal
97;NONCHOC_SWEETS_1103;Intake of sweet bars and other formed sweet masses, candies (soft and hard) and other confectionery including breath refreshening microsweets [g/d];decimal
98;SYRUP_1104;Intake of corn syrup and sugar beet syrup [g/d];decimal
99;ICECREAM_1105;Intake of spoonable desserts and ice creams [g/d];decimal
100;ICECREAM_MILK_110501;Intake of milk-based ice cream [g/d];decimal
101;SORBET_110502;Sorbet intake [g/d];decimal
102;WATER_ICE_110503;Intake of water-based ice creams [g/d];decimal
103;CAKES_12;Intake of cakes and fine bakery products [g/d];decimal
104;VARPASTRY_1201;Intake of various pastry [g/d];decimal
105;DRYCAKE_1202;Intake of sponge biscuits and plain cakes [g/d];decimal
106;NONALC_BEV_13;Intake of non-alcoholic beverages [g/d];decimal
107;FRUITVEG_JUICE_1301;Intake of fruit and vegetable juices [g/d];decimal
108;SOFTDRINKS_1302;Intake of soft drinks [g/d];decimal
109;HOTDRINKS_1303;Intake of hot drinks and similar (coffee, cocoa, tea and herbal infusions) [g/d];decimal
110;COFFEE_130301;Coffee intake [g/d];decimal
111;TEA_130302;Tea intake [g/d];decimal
112;HERBALTEA_130303;Intake of herbal and other non-tea infusions [g/d];decimal
113;COFFEE_IMITATE_130304;Intake of chicory coffee infusion and coffee imitate beverages [g/d];decimal
114;WATER_1304;Intake of water and water-based beverages [g/d];decimal
115;ALC_BEV_14;Alcoholic beverage intake [g/d];decimal
116;WINE_1401;Intake of wine and wine-like drinks [g/d];decimal
117;FORTWINE_1402;Intake of fortified/liqueur wine [g/d];decimal
118;BEER_1403;Intake of beer and beer-like beverage [g/d];decimal
119;SPIRITS_1404;Intake of unsweetened spirits [g/d];decimal
120;HERBLIQUEUR_1405;Intake of herb liqueur [g/d];decimal
121;LIQUEURS_1406;Intake of liqueurs [g/d];decimal
122;COCKTAILS_1407;Intake of mixed alcoholic drinks [g/d];decimal
123;CONDIMENT_SAUCES_15;Intake of seasoning, sauces and condiments [g/d];decimal
124;SAUCES_1501;Intake of savoury sauces [g/d];decimal
125;TOMATOSAUCE_150101;Intake of tomato-containing cooked sauces [g/d];decimal
126;DRESSINGS_150102;Dressing intake [g/d];decimal
127;MAYONNAISE_150103;Intake of mayonnaise [g/d];decimal
128;DESSERTSAUCE_150104;Intakes of dessert sauces/toppings [g/d];decimal
129;YEAST_1502;Intake of yeast cultures [g/d];decimal
130;HERBS_SPICES_1503;Intakes of berbs, spices and similar [g/d];decimal
131;CONDIMENTS_1504;Condiments intake [g/d];decimal
132;SOUP_BOUILLON_16;Intake of soups and broths [g/d];decimal
133;SOUP_1601;Intake of soups [g/d];decimal
134;BOUILLON_1602;Intake of mixed vegetables soup, clear meat soup [g/d];decimal
135;MISCELLANEOUS_17;Intake of miscellaneous [g/d];decimal
136;VEG_DISHES_1700;Intake of vegetarian products and dishes [g/d];decimal
137;SOY_PROD_1701;Intake of soy products [g/d];decimal
138;DIET_PROD_1702;Intake of food for weight reduction [g/d];decimal
139;ART_SWEETENER_170201;Intake of artificial sweeteners (e.g., aspartam, saccharine) [g/d];decimal
140;SNACKS_1703;Intake of snacks other than chips and similar [g/d];decimal
141;AMPHIBIANS_1704;Intake of amphibians, reptiles, snails, insects [g/d];decimal
