index;dataschema_variable;label;valueType;input_dataset;input_variables;Mlstr_harmo::rule_category;Mlstr_harmo::algorithm;Mlstr_harmo::comment;Mlstr_harmo::status;Mlstr_harmo::status_detail
1;ID;Participant identification number;integer;SHIP_P2;col_id;id_creation;id_creation;complete;complete;identical
2;SEX;Sex;integer;SHIP_P2;INT_sex;direct_mapping;direct_mapping;;complete;identical
3;AGE_BASE;Age at exposure measure [years];decimal;SHIP_P2;AGE;direct_mapping;direct_mapping;;complete;identical
4;EDU_LEVEL;Education;integer;SHIP_P2;"ausbild7;ausbild6;ausbild5;Schule1;ausbild8;ausbild;ausbild4";case_when;case_when(                                                                               ausbild7 %in% c(1) ~ 7L,                                                        ausbild6 %in% c(1) ~ 6L,                                       ausbild5 %in% c(1) | ausbild4 %in% c(1) ~ 4L,                            Schule1 %in% c(7,8) ~ 3L,                                              Schule1 %in% c(3,4,5,6) ~ 2L,                               Schule1 %in% c(2) ~ 0L,                                                  ausbild8 %in% c(1) | ausbild %in% c(1) | Schule1 %in% c(1,9) ~ 9L,                                                                       TRUE ~ NA_integer_);;partial;proximate
5;EMPLOY;Employment;integer;SHIP_P2;"erwerb;nojob";case_when;"case_when(
erwerb == 2 ~ 1,
  erwerb %in% c(3, 4, 5, 6) ~ 2,
  erwerb == 1 & nojob == 7 ~ 3,
  erwerb == 1 & nojob == 1 ~ 4,
  erwerb == 1 & nojob %in% c(4, 5, 6) ~ 5,
  erwerb == 1 & nojob %in% c(2, 3) ~ 6,
  erwerb %in% c(7, 8, 9) | (erwerb == 1 & nojob %in% c(8, 9)) ~ 7,
  TRUE ~ NA_real_
)";"If someone reports working full time, then level =1, If someone reports working part-time, hourly, then level=2,                                                                                                                               If someone is not working and says they are a housewife or househusband,then level=3,                                                                                                                                                                                                                    If someone is not working and says they are retired, then level=4,                                                                                                                                       If someone is not working and says they are unemployed, in retraining, or on short-time work, level=5 If someone is not working and says they are a student or professional student, then level=6,Other; On leave like maternity o/Gave no answer or said ""don't know""/ said their reason for not working is something like civil service, then level=7";complete;compatible
6;IMMIGRATION;Immigration background;integer;SHIP_P2;__BLANK__;paste;0;;complete;compatible
7;TOT_PA_QX;Physical activity from questionnaire data [MET-hr/day];decimal;SHIP_P2;"sportwi1;sportwi3;sportso1;sportso3";undetermined;undetermined;;undetermined;undetermined
8;TOT_PA_AC;Physical activity from accelerometry data [MET-hr/day];decimal;SHIP_P2;;impossible;impossible;;impossible;unvailable
9;SMOKE_ST;Smoking status;integer;SHIP_P2;smoking_s0;recode;"recode(0=1; 1=2; 2=3;)";;complete;compatible
10;TOBACCO_PY;Cumulative lifetime tobacco exposure  [pack years];decimal;SHIP_P2;packyrs_s0;direct_mapping;direct_mapping;;complete;identical
11;TOBACCO_D;Amount of daily tobacco smoked [g/day];decimal;SHIP_P2;"ncig1;ncigard;npipes";operation;ncig1*1+ncigard*5+npipes*5;;complete;compatible
12;AGE_SMOKE_QUIT;Age at time of quitting smoking [years];decimal;SHIP_P2;;undetermined;undetermined;;undetermined;undetermined
13;MED_SUPPL;Regular use of  vitamin/multivitamin supplements;integer;SHIP_P2;;impossible;impossible;;impossible;unvailable
14;MENOPAUSE;Menopause status;integer;SHIP_P2;menostat_s0;recode;"recode(0=0; 1=1; 2=3;)";;complete;compatible
15;HRT;Hormone replacement therapy;integer;SHIP_P2;use_mht_s0;recode;"recode(0=0; 1=1; 97=1;)";;complete;compatible
16;CONTRACEPTIVE;Use of contraceptive pills or injections [years];integer;SHIP_P2;ocyears;direct_mapping;direct_mapping;;complete;identical
17;LIVE_BIRTHS;Number of live births given [Nr. of birth];integer;SHIP_P2;babies;direct_mapping;direct_mapping;;partial;identical
18;AGE_FIRST_BIRTH;Age at the first given birth [years];decimal;SHIP_P2;;impossible;impossible;;impossible;unvailable
19;TG;Triglycerides measured from blood samples [mmol/L];decimal;SHIP_P2;tg_s;direct_mapping;direct_mapping;;complete;identical
20;CHOL;Total cholesterol measured from blood samples [mmol/L];decimal;SHIP_P2;chol_s;direct_mapping;direct_mapping;;complete;identical
21;LDL;LDL cholesterol measured from blood samples [mmol/L];decimal;SHIP_P2;ldl_s;direct_mapping;direct_mapping;;complete;identical
22;HDL;HDL cholesterol measured from blood samples [mmol/L];decimal;SHIP_P2;hdl_s;direct_mapping;direct_mapping;;complete;identical
23;PREV_DIAB;History of diabetes;integer;SHIP_P2;diabetes_s0;direct_mapping;direct_mapping;;complete;identical
24;PREV_HYP;History of hypertension;integer;SHIP_P2;hyp_s0;direct_mapping;direct_mapping;;complete;identical
25;PREV_CVD;History of cardiovascular disease;integer;SHIP_P2;"mi;apoplex;herzop";case_when;case_when(                                                                                                                 any(c_across(c(mi, apoplex, herzop)) == 1) ~ 1,  all(c_across(c(mi, apoplex, herzop)) == 2) ~ 2, all(c_across(c(mi, apoplex, herzop)) %in% c(8, 9)) ~ 3, all(c_across(c(mi, apoplex, herzop)) %in% c(2, 8, 9)) & any(c_across(c(mi, apoplex, herzop)) == 2) ~ 2,                                                       TRUE ~ NA_real_ );If any one has one of these diseases then code diseases 1,                                                                                                                                                                            if all of them dont have any of this diseases then classify to 2.                                                                                                                                                                                      if all of dont know or refuse but one is no then classify as no.                                                                                                                                                                       if all of them refuse or dont know then classify as non applicable;complete;compatible
26;PREV_CANCER;History of cancer;integer;SHIP_P2;cancer_s0;direct_mapping;direct_mapping;;complete;identical
