index;dataschema_variable;label;valueType;input_dataset;input_variables;Mlstr_harmo::rule_category;Mlstr_harmo::algorithm;Mlstr_harmo::comment;Mlstr_harmo::status;Mlstr_harmo::status_detail
1;ID;Participant identification number;integer;KORA_S1_P2;a_id;id_creation;id_creation;complete;complete;identical
2;SEX;Sex;integer;KORA_S1_P2;acsex;direct_mapping;direct_mapping;;complete;identical
3;AGE_BASE;Age at exposure measure;decimal;KORA_S1_P2;atalteru;direct_mapping;direct_mapping;;complete;identical
4;EDU_LEVEL;Education;integer;KORA_S1_P2;atbbild;direct_mapping;direct_mapping;;complete;identical
5;EMPLOY;Employment;integer;KORA_S1_P2;atemploy;direct_mapping;direct_mapping;ai16, ai17, ai28 --> atemploy;complete;identical
6;IMMIGRATION;Immigration background;integer;KORA_S1_P2;;impossible;impossible;unavailable;impossible;unavailable
7;TOT_PA_QX;Physical activity from questionnaire data;decimal;KORA_S1_P2;;impossible;impossible;unavailable;impossible;unavailable
8;TOT_PA_AC;Physical activity from accelerometry data;decimal;KORA_S1_P2;;impossible;impossible;unavailable;impossible;unavailable
9;SMOKE_ST;Smoking status;integer;KORA_S1_P2;atcigsmk;direct_mapping;direct_mapping;;complete;identical
10;TOBACCO_PY;Cumulative lifetime tobacco exposure;decimal;KORA_S1_P2;;impossible;impossible;unavailable;impossible;incompatible
11;TOBACCO_D;Amount of daily tobacco smoked;decimal;KORA_S1_P2;;impossible;impossible;unavailable;impossible;incompatible
12;AGE_SMOKE_QUIT;Age at time of quitting smoking;decimal;KORA_S1_P2;atstsalt;direct_mapping;direct_mapping;only for cigarettes;partial;identical
13;MED_SUPPL;Regular use of  vitamin/multivitamin supplements;integer;KORA_S1_P2;;impossible;impossible;unavailable;impossible;unavailable
14;MENOPAUSE;Menopause status;integer;KORA_S1_P2;;impossible;impossible;Because it is a men study;impossible;unavailable
15;HRT;Hormone replacement therapy;integer;KORA_S1_P2;;impossible;impossible;Because it is a men study;impossible;unavailable
16;CONTRACEPTIVE;Use of contraceptive pills or injections;integer;KORA_S1_P2;;impossible;impossible;Because it is a men study;impossible;unavailable
17;LIVE_BIRTHS;Number of live births given;integer;KORA_S1_P2;;impossible;impossible;unavailable;impossible;unavailable
18;AGE_FIRST_BIRTH;Age at the first given birth;decimal;KORA_S1_P2;;impossible;impossible;unavailable;impossible;unavailable
19;TG;Triglycerides measured from blood samples;decimal;KORA_S1_P2;;impossible;impossible;unavailable;impossible;unavailable
20;CHOL;Total cholesterol measured from blood samples;decimal;KORA_S1_P2;al_choln;direct_mapping;direct_mapping;;complete;identical
21;LDL;LDL cholesterol measured from blood samples;decimal;KORA_S1_P2;;impossible;impossible;unavailable;impossible;unavailable
22;HDL;HDL cholesterol measured from blood samples;decimal;KORA_S1_P2;al_hdln;direct_mapping;direct_mapping;;complete;identical
23;PREV_DIAB;History of diabetes;integer;KORA_S1_P2;prev_dm_16;direct_mapping;direct_mapping;;complete;identical
24;PREV_HYP;History of hypertension;integer;KORA_S1_P2;athyact;direct_mapping;direct_mapping;;complete;identical
25;PREV_CVD;History of cardiovascular disease;integer;KORA_S1_P2;atcvd;direct_mapping;direct_mapping;combination prev_mi_16 and prev_apo_16;complete;compatible
26;PREV_CANCER;History of cancer;integer;KORA_S1_P2;;impossible;impossible;unavailable;impossible;unavailable
27;FAM1_CHD_STROKE;First degree family history of premature CHD and stroke;integer;KORA_S1_P2;atmvcvd;direct_mapping;direct_mapping;atvinfa + atminfa + atvschl + atmschl --> atmvcvd;complete;identical
28;FAM1_DIAB2;First degree family history of T2D;integer;KORA_S1_P2;atmvdiab;direct_mapping;direct_mapping;atvdiab + atmdiab --> atmvdiab;complete;identical
