index;dataschema_variable;label;valueType;input_dataset;input_variables;Mlstr_harmo::rule_category;Mlstr_harmo::algorithm;Mlstr_harmo::comment;Mlstr_harmo::status;Mlstr_harmo::status_detail
1;ID;Participant identification number;integer;KORA_S3_P1;d_id;id_creation;id_creation;complete;complete;identical
2;SEX;Sex;integer;KORA_S3_P1;dcsex;direct_mapping;direct_mapping;;complete;identical
3;AGE_BASE;Age at exposure measure;decimal;KORA_S3_P1;dtalteru;direct_mapping;direct_mapping;;complete;identical
4;EDU_LEVEL;Education;integer;KORA_S3_P1;dtbbild;direct_mapping;direct_mapping;;complete;identical
5;TOT_PA_QX;Physical activity from questionnaire data;decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
6;SMOKE_ST;Smoking status;integer;KORA_S3_P1;dtcigsmk;direct_mapping;direct_mapping;;complete;identical
7;BMI;Body Mass Index at baseline;decimal;KORA_S3_P1;dtbmi;direct_mapping;direct_mapping;;complete;identical
8;ENERGY;Energy intake [kcal/d];decimal;KORA_S3_P1;dkcal;direct_mapping;direct_mapping;;complete;identical
9;POTATOES_TUB_01;Intake of starchy roots or tubers [g/d];decimal;KORA_S3_P1;"DV410;
DV420";operation;DV410 + DV420;"DV410 (potato) + DV420 (potato products)
in this case, this combined group only consists of potatoes and no other tubers";partial;tentative
10;POTATOES_0101;Potato intake [g/d];decimal;KORA_S3_P1;"DV410;
DV420";operation;DV410 + DV420;DV410 (potato) + DV420 (potato products);complete;compatible
11;OTHERTUB_0102;Other roots and tuber intake [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
12;VEGETABLES_02;Vegetable intake [g/d];decimal;KORA_S3_P1;"DV431; DV433; DV440;
DV451; DV455; DV459; DV461; DV465;
DV469; DV470; DV480; 
DV499";operation;DV431 + DV433 + DV440 + DV451 + DV455 + DV459 + DV461 + DV465 + DV469 + DV470 + DV480 + DV499;"DV431 (cauliflower) + DV433 (other cabbage) + DV440 (leafy and stem vegetables) +
DV451 (tomatoes) + DV455 (cucumbers) + DV459 (other fruit vegetables) + DV461 (onion vegetables) +  DV465 (carrots) +
DV469 (other fresh vegetables) + DV470 (frozen vegetables) + DV480 (canned vegetables) + 
DV499 (other vegetable products)";complete;compatible
13;LEAFYVEG_0201;Leafy vegetable intake [g/d];decimal;KORA_S3_P1;DV440;operation;0.5*DV440;DV440 (leafy and stem vegetables) Gewichtung mit 0,5 sinnvoll?;partial;tentative
14;FRUITINGVEG_0202;Fruiting vegetable intake [g/d];decimal;KORA_S3_P1;"DV451;
DV455;
DV459";operation;DV451 + DV455 + DV459;DV451 (Tomatoes) + DV455 (cucumbers) + DV459 (other fruit vegetables) ;complete;compatible
15;ROOTVEG_0203;Root and tuber vegetable intake [g/d];decimal;KORA_S3_P1;DV465;direct_mapping;direct_mapping;DV465 (carrots);complete;identical
16;CABBAGE_0204;Head cabbages and similar intake [g/d];decimal;KORA_S3_P1;"DV431; DV433";operation;DV431 + DV433;DV431 (cauliflower) + DV433 (other cabbage);complete;compatible
17;MUSHROOMS_0205;Mushroom intake [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
18;GRAINPODVEG_0206;Intake of legumes with pod [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
19;ONION_GARLIC_0207;Bulb vegetables (onions, garlic) intake [g/d];decimal;KORA_S3_P1;DV461;direct_mapping;direct_mapping;DV461 (onion vegetables) ;complete;identical
20;STALKVEG_0208;Intake of stems/stalks eaten as vegetables [g/d];decimal;KORA_S3_P1;DV440;operation;0.5*DV440;DV440 (leafy and stem vegetables) Gewichtung mit 0,5 sinnvoll?;partial;tentative
21;MIXEDVEG_0209;Intake of mixed vegetable salad or mixed green salad [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
22;LEGUMES_TOT_03;Total legumes intake [g/d];decimal;KORA_S3_P1;DV491;operation;DV491*2;double the amount of DV491 (dry legumes) to be comparable to other studies;complete;compatible
23;LEGUMES_0301;Intake fresh seeds (without pod) from legumes (beans, peas etc.) [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
24;FRUITS_TOT_04;Total fruit intake [g/d];decimal;KORA_S3_P1;"DV310; DV311; DV315; DV321; DV323;
DV325; DV331; DV334; DV337; DV341;
DV343; DV344; DV345; DV346; DV351;
DV357; DV360; DV370; DV390";operation;"DV310 + DV311 + DV315 + DV321+ DV323 +
DV325 + DV331 + DV334 + DV337 + DV341 +
DV343 + DV344 + DV345 + DV346 + DV351 +
DV357 + DV360 + DV370 + DV390";"DV310 (fruit without specification) +
DV311 (apples) +
DV315 (other pome fruits) +
DV321 (peaches) +
DV323 (cherries) +
DV325 (other stone fruits)+
DV331 (strawberries)+
DV334 (other berries)+
DV337 (grapes)+
DV341 (oranges, mandarins)+
DV343 (grapefruits)+
DV344 (other citrus fruits)+
DV345 (bananas)+
DV346 (other tropical fruits)+
DV351 (nuts)+
DV357 (dried fruit)+
DV360 (canned fruit)+
DV370 (frozen fruits)+
DV390 (other processed fruit)";complete;compatible
25;FRUITS_0401;Intake of fresh fruits [g/d];decimal;KORA_S3_P1;"DV310; DV311; DV315;
DV321;
DV323;
DV325;
DV331;
DV334;
DV337;
DV341;
DV343;
DV344;
DV345;
DV346;
DV357;
DV370";operation;"DV310 +
DV311 +
DV315 +
DV321 +
DV323 +
DV325 +
DV331 +
DV334 +
DV337 +
DV341 +
DV343 +
DV344 +
DV345 +
DV346 +
DV357 +
DV370";"DV310 (fruit without specification) +
DV311 (apples) +
DV315 (other pome fruits) +
DV321 (peaches) +
DV323 (cherries) +
DV325 (other stone fruits) +
DV331 (strawberries) +
DV334 (other berries) +
DV337 (grapes) +
DV341 (oranges, mandarins) +
DV343 (grapefruits) +
DV344 (other citrus fruits) +
DV345 (bananas) +
DV346 (other tropical fruits) +
DV357 (dried fruit) +
DV370 (frozen fruits)";complete;compatible
26;NUTS_SEEDS_0402;Intake of tree nuts and seeds [g/d];decimal;KORA_S3_P1;DV351;direct_mapping;direct_mapping;DV351 (nuts);complete;identical
27;MIXEDFRUITS_0403;Intake of candied fruit/mixed fruit, canned, jarred mixed fruit and miscellaneous fruits [g/d];decimal;KORA_S3_P1;"DV360; DV390";operation;DV360 + DV390;DV360 (canned fruit) + DV390 (other processed fruit);complete;compatible
28;OLIVES_0404;Intake of olives [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
29;DAIRY_05;Intake of milk and dairy products and milk and milk products (dairy) [g/d];decimal;KORA_S3_P1;"DV210; DV220; DV231; DV232; DV233; DV245; DV248";operation;DV210 + DV220 + DV231 + DV232 + DV233 + DV245 + DV248;"DV210 (drinking milk) +
DV220 (condensed milk or powder) +
DV231 (cream) +
DV232 (yogurt, soured milk) +
DV233 (other dairy products) +
DV245 (fresh cheese, curd) +
DV248 (cheese)";complete;compatible
30;MILK_0501;Intake of (whole) cow and cattle milk [g/d];decimal;KORA_S3_P1;DV210;direct_mapping;direct_mapping;DV210 (drinking milk);complete;identical
31;MILKBEV_0502;Intake of buttermilk, traditional buttermilk, flavoured milk, flavoured whey and milk-based drinks (as part-nature) [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
32;YOGURT_0503;Intake of fermented milk products [g/d];decimal;KORA_S3_P1;DV232;direct_mapping;direct_mapping;DV232 (yogurt, soured milk);complete;identical
33;CURD_0504;Intake of cheese curd, quark and cottage [g/d];decimal;KORA_S3_P1;DV245;direct_mapping;direct_mapping;DV245 (fresh cheese, curd);complete;identical
34;CHEESE_0505;Intake of cheese [g/d];decimal;KORA_S3_P1;DV248;direct_mapping;direct_mapping;DV248 (cheese);complete;identical
35;DAIRYDESSERT_0506;Intake of dairy dessert and similar starchy pudding [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
36;CREAM_PROD_0507;Intake of cream and cream products [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
37;DAIRYCREAM_050701;Cream intake (as part-nature) [g/d];decimal;KORA_S3_P1;DV231;direct_mapping;direct_mapping;DV231 (cream);complete;identical
38;NONDAIRYCREAM_050702;Intake of imitation cream, non-dairy coffee creamers and dairy imitates other than milk [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
39;MILK_FOR_COFFEE_0508;Intake of condensed milk (sometimes with added sugars) and milk and dairy powders and concentrates [g/d];decimal;KORA_S3_P1;DV220;direct_mapping;direct_mapping;DV220 (condensed milk or powder);complete;identical
40;CEREAL_PROD_06;Intake of cereals and cereal primary derivatives, cereal grains (and cereal-like grains) [g/d];decimal;KORA_S3_P1;"DV711; DV715; DV719; DV731; DV511; DV512; DV515; DV517; DV540";operation;DV711 + DV715 + DV719 + DV731 + DV511 + DV512 + DV515 + DV517 + DV540;"DV711 (Wheat flour) +
DV715 (rice) +
DV719 (products from other cereals) +
DV731 (pasta) +
DV511 (white bread) +
DV512 (brown bread) +
DV515 (crisp bread) +
DV517 (other bread) +
DV540 (fine bakery products)";complete;compatible
41;FLOUR_FLAKES_0601;Intake of flours and other milled products and starches [g/d];decimal;KORA_S3_P1;"DV711; DV719";operation;DV711 + DV719;DV711 (Wheat flour) + DV719 (products from other cereals);complete;compatible
42;PASTA_RICE_0602;Intake of pastas and rice [g/d];decimal;KORA_S3_P1;"DV731; DV715";operation;DV731 + DV715;DV731 (pasta) + DV715 (rice);complete;compatible
43;BREAD_PROD_0603;Intake of bread and bread products [g/d];decimal;KORA_S3_P1;"DV511; DV512; DV515; DV517";operation;DV511 + DV512 + DV515 + DV517;DV511 (white bread) + DV512 (brown bread) + DV515 (crisp bread) + D517 (other bread);complete;compatible
44;BREAD_060301;Intake of bread [g/d];decimal;KORA_S3_P1;"DV511; DV512; DV517";operation;DV511 + DV512 + DV517;DV511 (white bread) + DV512 (brown bread) + DV517 (other bread);complete;compatible
45;CRISPBREAD_060302;Intake of crisp bread and rusk [g/d];decimal;KORA_S3_P1;DV515;direct_mapping;direct_mapping;DV515 (crisp bread);complete;identical
46;BREAKF_CEREALS_0604;Intake of breakfast cereals [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
47;SALT_BISCUIT_0605;Intake of crackers and breadsticks [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
48;DOUGH_PASTRY_0606;Intake of fine bakery products [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;DV540 (fine bakery products) zu CAKES_12;impossible;unavailable
49;MEAT_PROD_07;Intake of meat and meat products [g/d];decimal;KORA_S3_P1;"DV111; DV112; DV113; DV115; DV117;
DV119; DV120; DV131; DV135; DV141;
DV145; DV147; DV150; DV160";operation;"DV111 + DV112 + DV113 + DV115 + DV117 +
DV119 + DV120 + DV131 + DV135 + DV141 +
DV145 + DV147 + DV150 + DV160";"DV111 (beef) + 
DV112 (veal) + 
DV113 (pork meat) + 
DV115 (sheep or goat meat) + 
DV117 (game meat) + 
DV119 (other meat) + 
DV120 (poultry meat) + 
DV131 (minced meat) + 
DV135 (animal offal) + 
DV141 (sausage) + 
DV145 (ham) + 
DV147 (bacon) + 
DV150 (canned, frozen meat or meat products) + 
DV160 (other meat products)";complete;compatible
50;RED_MEAT_0701;Intake of red meat (mammals meat) [g/d];decimal;KORA_S3_P1;"DV111; DV112; DV113; DV115; DV117;
DV119; DV131";operation;"DV111 + DV112 + DV113 + DV115 + DV117 +
DV119 + DV131";"DV111 (beef) + 
DV112 (veal) + 
DV113 (pork meat) + 
DV115 (sheep or goat meat) + 
DV117 (game meat) + 
DV119 (other meat) + 
DV131 (minced meat)";complete;compatible
51;BEEF_070101;Intake of cow, ox or bull fresh meat [g/d];decimal;KORA_S3_P1;DV111;direct_mapping;direct_mapping;DV111 (beef);complete;identical
52;VEAL_070102;Intake of calf fresh meat [g/d];decimal;KORA_S3_P1;DV112;direct_mapping;direct_mapping;DV112 (veal);complete;identical
53;PORK_070103;Intake of pig fresh meat [g/d];decimal;KORA_S3_P1;DV113;direct_mapping;direct_mapping;DV113 (pork meat);complete;identical
54;MUTTON_LAMB_070104;Intake of lamb and sheep meat [g/d];decimal;KORA_S3_P1;DV115;operation;0.9 * DV115;DV115 (sheep or goat meat);partial;tentative
55;HORSE_070105;Intake of horse meat [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
56;GOAT_070106;Intake of goat meat [g/d];decimal;KORA_S3_P1;DV115;operation;0.1 * DV115;DV115 (sheep or goat meat);partial;tentative
57;POULTRY_0702;Intake of poultry meat [g/d];decimal;KORA_S3_P1;DV120;direct_mapping;direct_mapping;DV120 (poultry meat);complete;identical
58;OTHERPOULTRY_070200;Intake of other poultry meat [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
59;CHICKEN_070201;Intake of chicken meat [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
60;TURKEY_070202;Intake of turkey meat [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
61;DUCK_070203;Intake of duck meat [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
62;GOOSE_070204;Intake of goose meat [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
63;RABBIT_070205;Intake of rabbit meat [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
64;GAME_0703;Intake of game [g/d];decimal;KORA_S3_P1;DV117;direct_mapping;direct_mapping;DV117 (game meat);complete;identical
65;PROCMEAT_0704;Intake of processed or preserved meat [g/d];decimal;KORA_S3_P1;"DV141; DV145; DV147; DV150; DV160";operation;DV141 + DV145 + DV147 + DV150 + DV160;"DV141 (sausage) + 
DV145 (ham) + 
DV147 (bacon) + 
DV150 (canned, frozen meat or meat products) + 
DV160 (other meat products)";complete;compatible
66;OFFALS_0705;Intake of animal offal and other slaughtering [g/d];decimal;KORA_S3_P1;DV135;direct_mapping;direct_mapping;DV135 (animal offal);complete;identical
67;FISH_SHELLFISH_08;Intake of fish and seafood and products thereof [g/d];decimal;KORA_S3_P1;"DV170; DV180; DV190";operation;DV170 + DV180 + DV190;DV170 (fish) + DV180 (canned fish) + DV190 (other fish products);complete;compatible
68;FISH_0801;Intake of fish (meat) [g/d];decimal;KORA_S3_P1;DV170;direct_mapping;direct_mapping;DV170 (fish);complete;identical
69;CRUSTACEANS_0802;Intake of seafood and products thereof [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
70;FISH_PROD_0803;Intake of processed fish [g/d];decimal;KORA_S3_P1;"DV180; DV190";operation;DV180 + DV190;DV180 (canned fish) + DV190 (other fish products);complete;compatible
71;EGG_PROD_09;Intake of eggs and egg products [g/d];decimal;KORA_S3_P1;"DV250; DV255";operation;DV250 + DV255;DV250 (fresh eggs) + DV255 (egg products);complete;compatible
72;EGGS_0901;Intake of eggs [g/d];decimal;KORA_S3_P1;DV250;direct_mapping;direct_mapping;DV250 (fresh eggs);complete;identical
73;FAT_10;Intake of animal and vegetable fats and oils [g/d];decimal;KORA_S3_P1;"DV270; DV291; DV293; DV295";operation;DV270 + DV291 + DV293 + DV295;"DV270 (butter) + 
DV291 (margarines) + 
DV293 (vegetable edible oils) + 
DV295 (other edible oils)";complete;compatible
74;VEGOILS_1001;Intake of vegetable fats and oils [g/d];decimal;KORA_S3_P1;DV293;direct_mapping;direct_mapping;DV293 (vegetable edible oils);complete;identical
75;BUTTER_1002;Intake of butter [g/d];decimal;KORA_S3_P1;DV270;direct_mapping;direct_mapping;DV270 (butter);complete;identical
76;MARGARINE_1003;Intake of margarines and similar [g/d];decimal;KORA_S3_P1;DV291;direct_mapping;direct_mapping;DV291 (margarines);complete;identical
77;FRYFAT_1004;Intake of blended frying oil/fats [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
78;MARINEOILS_1005;Intake of fats and oils from marine sources [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
79;OTHER_ANIMALFAT_1006;Intake of animal fats (processed fat from animal tissue) [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
