index;dataschema_variable;label;valueType;input_dataset;input_variables;Mlstr_harmo::rule_category;Mlstr_harmo::algorithm;Mlstr_harmo::comment;Mlstr_harmo::status;Mlstr_harmo::status_detail
1;ID;Participant identification number;integer;CARLA_P1;ID;id_creation;id_creation;;complete;identical
2;SEX;Sex;integer;CARLA_P1;sex;direct_mapping;direct_mapping;;complete;identical
3;AGE_BASE;Age at exposure measure [years];decimal;CARLA_P1;age;direct_mapping;direct_mapping;;complete;identical
4;EDU_LEVEL;Education;integer;CARLA_P1;"school;occup_edu;occup_edu_2; occup_edu_h; educ; educ3";case_when;"case_when(
school %in% c(5,6)|occup_edu%in% c(7)|occup_edu_2  %in% c(7)|occup_edu_h%in% c(7)|educ %in% c(7)~ 7,                                                                                                                                               school%in% c(5,6)|occup_edu %in% c(6)|occup_edu_2  %in% c(6)|occup_edu_h%in% c(6)|educ%in% c(6)~ 6L,                                                                                                                                       school %in% c(5,6)|occup_edu%in% c(5)|occup_edu_2  %in% c(5)|occup_edu_h%in% c(5)|educ%in% c(5)~ 5L,                                                                                                                                 school %in% c(5,6)|occup_edu%in% c(4)|occup_edu_2 %in% c(4)|occup_edu_h%in% c(4)|educ%in% c(4)~ 4L,                                                                                                                         school %in% c(3,4)|occup_edu  %in% c(3)|occup_edu_2%in%c(3)|occup_edu_h%in% c(3)|educ %in% c(3)|educ3%in% c(3)~ 3L,                                                                                    school  %in% c(2)|occup_edu %in% c(2)|occup_edu_2 %in% c(2)|occup_edu_h%in% c(2)|educ %in% c(2)|educ3%in% c(2)~ 2L,                                                                                    school  %in% c(1)|occup_edu %in% c(1)|occup_edu_2 %in% c(1)|occup_edu_h%in% c(1)|educ %in% c(1)|educ3%in% c(1)~ 1L,                                       
school  %in% c(7)|occup_edu%in% c(8)|occup_edu_2  %in% c(8)|occup_edu_h%in% c(8)~ 9L,                                                                                                                                                                 TRUE ~ NA_integer_)";;complete;compatible
5;TOT_PA_QX;Physical activity from questionnaire data [MET-hr/day];decimal;CARLA_P1;met_we;operation;met_we/7;;complete;compatible
6;SMOKE_ST;Smoking status;integer;CARLA_P1;smoker;recode;"recode(1= 3; 2 = 2; 3=1;)";;complete;compatible
7;BMI;Body Mass Index at baseline [kg/m²];decimal;CARLA_P1;bmi;direct_mapping;direct_mapping;;complete;identical
8;ENERGY;Energy intake [kcal/d];decimal;CARLA_P1;gj;operation;gj/4.2;change unit from KJ to kcal;complete;compatible
9;POTATOES_TUB_01;Intake of starchy roots or tubers [g/d];decimal;CARLA_P1;;;;;;
10;POTATOES_0101;Potato intake [g/d];decimal;CARLA_P1;;;;;;
11;OTHERTUB_0102;Other roots and tuber intake [g/d];decimal;CARLA_P1;;;;;;
12;VEGETABLES_02;Vegetable intake [g/d];decimal;CARLA_P1;;;;;;
13;LEAFYVEG_0201;Leafy vegetable intake [g/d];decimal;CARLA_P1;;;;;;
14;FRUITINGVEG_0202;Fruiting vegetable intake [g/d];decimal;CARLA_P1;;;;;;
15;ROOTVEG_0203;Root and tuber vegetable intake [g/d];decimal;CARLA_P1;;;;;;
16;CABBAGE_0204;Head cabbages and similar intake [g/d];decimal;CARLA_P1;;;;;;
17;MUSHROOMS_0205;Mushroom intake [g/d];decimal;CARLA_P1;;;;;;
